Column1,X1,X2,X3,X4,X5
1915,0.118758435,0.126855601,0.550607287,0.155195682,0.048582996
1916,0.108254398,0.123139378,0.560216509,0.163734777,0.044654939
1920,0.090663058,0.01623816,0.729364005,0.124492558,0.039242219
1921,0,0,0.051748252,0.081118881,0.867132867
1922,0,0,0.104022191,0.101248266,0.794729542
1924,0,0,0.110539846,0.082262211,0.807197943
1925,0,0,0.108036891,0.100131752,0.791831357
1926,0,0,0.088917526,0.090206186,0.820876289
1927,0,0,0.097560976,0.090785908,0.811653117
1928,0,0,0.047222222,0.0875,0.865277778
1929,0,0,0.086956522,0.071528752,0.841514727
1930,0,0,0.09765625,0.0859375,0.81640625
1933,0,0,0.05019305,0.099099099,0.850707851
1934,0,0,0.077809798,0.044668588,0.877521614
1936,0,0,0.080381471,0.046321526,0.873297003
1937,0,0,0.08,0.057333333,0.862666667
1938,0,0,0.094594595,0.07027027,0.835135135
1939,0,0,0.069672131,0.051912568,0.878415301
1941,0,0,0,0,1
1942,0,0,0,0,1
1944,0,0,0,0,1
1945,0,0,0,0,1
1946,0,0,0,0,1
1947,0,0,0,0,1
1948,0,0,0,0,1
1953,0,0,0,0,1
1956,0,0,0,0,1
1957,0,0,0,0,1
1958,0,0,0,0,1
1959,0,0,0,0,1
1960,0,0,0,0,1
1961,0,0,0.001414427,0.018387553,0.98019802
1962,0,0,0.001404494,0.028089888,0.970505618
1963,0,0,0.00265252,0.029177719,0.968169761
1964,0,0,0.002713704,0.023066486,0.97421981
1965,0,0,0.002688172,0.016129032,0.981182796
1967,0,0,0.001342282,0.032214765,0.966442953
1970,0,0,0,0.028490028,0.971509972
1971,0,0,0,0.016021362,0.983978638
1972,0,0,0.005398111,0.016194332,0.978407557
1973,0,0,0.002713704,0.020352782,0.976933514
1974,0,0,0.001408451,0.009859155,0.988732394
1975,0,0,0.002857143,0.021428571,0.975714286
1976,0,0,0.002770083,0.031855956,0.965373961
1977,0,0,0.001322751,0.007936508,0.990740741
1978,0,0,0.002724796,0.027247956,0.970027248
1979,0,0,0.00130719,0.006535948,0.992156863
1980,0,0,0.002688172,0.025537634,0.971774194
1981,0,0,0,0,1
1986,0,0,0,0,1
1987,0,0,0,0,1
1990,0,0,0,0,1
1991,0,0,0,0,1
1992,0,0,0,0,1
1993,0,0,0,0,1
1998,0,0,0,0,1
2000,0,0,0,0,1
2001,0,0,0.00137741,0.019283747,0.979338843
2004,0,0,0.002754821,0.020661157,0.976584022
2005,0,0,0.004076087,0.028532609,0.967391304
2007,0,0,0.003921569,0.023529412,0.97254902
2008,0,0,0.002583979,0.034883721,0.9625323
2009,0,0,0,0.02,0.98
2010,0,0,0.00136612,0.021857923,0.976775956
2013,0,0,0.002547771,0.024203822,0.973248408
2014,0,0,0.001373626,0.019230769,0.979395604
2015,0,0,0.004076087,0.016304348,0.979619565
2016,0,0,0.002670227,0.024032043,0.97329773
2018,0,0,0.001424501,0.017094017,0.981481481
2019,0,0,0.002713704,0.027137042,0.970149254
2020,0,0,0.00400534,0.028037383,0.967957276
2021,0,0,0,0,1
2022,0,0,0,0,1
2023,0,0,0,0,1
2024,0,0,0,0,1
2025,0,0,0,0,1
2030,0,0,0,0,1
2033,0,0,0,0,1
2035,0,0,0,0,1
2036,0,0,0,0,1
2037,0,0,0,0,1
2039,0,0,0,0,1
2040,0,0,0,0,1
2041,0,0,0,0,1
2043,0,0,0,0,1
2044,0,0,0,0,1
2046,0,0,0,0,1
2047,0,0,0,0,1
2051,0,0,0,0,1
2052,0,0,0,0,1
2054,0,0,0,0,1
2059,0,0,0,0,1
2060,0,0,0,0,1
2061,0,0,0,0.002728513,0.997271487
2063,0,0,0,0.002873563,0.997126437
2064,0,0,0,0.001430615,0.998569385
2066,0,0,0,0.002642008,0.997357992
2067,0,0,0,0.002624672,0.997375328
2068,0,0,0,0.001371742,0.998628258
2070,0,0,0,0.001335113,0.998664887
2073,0,0,0,0,1
2075,0,0,0,0,1
2077,0,0,0,0.001317523,0.998682477
2078,0,0,0,0.001371742,0.998628258
2080,0,0,0,0.001319261,0.998680739
2081,0,0,0,0,1
2082,0,0,0,0,1
2083,0,0,0,0,1
2086,0,0,0,0,1
2088,0,0,0,0,1
2089,0,0,0,0,1
2090,0,0,0,0,1
2091,0,0,0,0,1
2092,0,0,0,0,1
2093,0,0,0,0,1
2094,0,0,0,0,1
2096,0,0,0,0,1
2098,0,0,0,0,1
2099,0,0,0,0,1
2100,0,0,0,0,1
2107,0,0,0,0,1
2110,0,0,0,0,1
2111,0,0,0,0,1
2113,0,0,0,0,1
2115,0,0,0,0,1
2117,0,0,0,0,1
2120,0,0,0,0,1
2121,0,0,0,0,1
2122,0,0,0,0,1
2127,0,0,0,0,1
2129,0,0,0,0,1
2130,0,0,0,0,1
2131,0,0,0,0,1
2132,0,0,0,0,1
2134,0,0,0,0,1
2137,0,0,0,0,1
2139,0,0,0,0,1
2140,0,0,0,0,1
2142,0,0,0.037483266,0.258366801,0.704149933
2143,0,0,0.037956204,0.303649635,0.658394161
2144,0,0,0.045751634,0.267973856,0.68627451
2148,0,0,0.032167832,0.297902098,0.66993007
2149,0,0,0.029947917,0.287760417,0.682291667
2152,0,0,0.033472803,0.29567643,0.670850767
2154,0,0,0.045706371,0.314404432,0.639889197
2157,0,0,0.040595399,0.273342355,0.686062246
2158,0,0,0.044692737,0.279329609,0.675977654
2159,0,0,0.031680441,0.279614325,0.688705234
2160,0,0,0.040650407,0.337398374,0.62195122
2161,0,0,0,0,1
2163,0,0,0,0,1
2164,0,0,0,0,1
2165,0,0,0,0,1
2166,0,0,0,0,1
2167,0,0,0,0,1
2168,0,0,0,0,1
2172,0,0,0,0,1
2175,0,0,0,0,1
2176,0,0,0,0,1
2177,0,0,0,0,1
2180,0,0,0,0,1
2181,0,0,0,0,1
2182,0,0,0,0,1
2186,0,0,0,0,1
2187,0,0,0,0,1
2188,0,0,0,0,1
2189,0,0,0,0,1
2190,0,0,0,0,1
2191,0,0,0,0,1
2192,0,0,0,0,1
2193,0,0,0,0,1
2197,0,0,0,0,1
2198,0,0,0,0,1
2200,0,0,0,0,1
2203,0,0,0,0,1
2204,0,0,0,0,1
2206,0,0,0,0,1
2209,0,0,0,0,1
2210,0,0,0,0,1
2212,0,0,0,0,1
2213,0,0,0,0,1
2214,0,0,0,0,1
2215,0,0,0,0,1
2216,0,0,0,0,1
2218,0,0,0,0,1
2220,0,0,0,0,1
2221,0,0,0,0,1
2223,0,0,0,0,1
2224,0,0,0,0,1
2225,0,0,0,0,1
2226,0,0,0,0,1
2227,0,0,0,0,1
2228,0,0,0,0,1
2229,0,0,0,0,1
2230,0,0,0,0,1
2232,0,0,0,0,1
2234,0,0,0,0,1
2235,0,0,0,0,1
2237,0,0,0,0,1
2238,0,0,0,0,1
2239,0,0,0,0,1
2240,0,0,0,0,1
2242,0,0,0,0,1
2244,0,0,0,0,1
2245,0,0,0,0,1
2247,0,0,0,0,1
2249,0,0,0,0,1
2250,0,0,0,0,1
2253,0,0,0,0,1
2254,0,0,0,0,1
2256,0,0,0,0,1
2259,0,0,0,0,1
2261,0,0,0,0,1
2264,0,0,0,0,1
2267,0,0,0,0,1
2268,0,0,0,0,1
2270,0,0,0,0,1
2271,0,0,0,0,1
2274,0,0,0,0,1
2275,0,0,0,0,1
2276,0,0,0,0,1
2277,0,0,0,0,1
2279,0,0,0,0,1
2280,0,0,0,0,1
2281,0,0,0.02124834,0.001328021,0.977423639
2282,0,0,0.002642008,0.001321004,0.996036988
2283,0,0,0.01226158,0,0.98773842
2286,0,0,0.020134228,0.001342282,0.97852349
2287,0,0,0.001364256,0.001364256,0.997271487
2288,0,0,0.02173913,0.001358696,0.976902174
2290,0,0,0.021192053,0.001324503,0.977483444
2291,0,0,0.020661157,0.00137741,0.977961433
2292,0,0,0.023480663,0,0.976519337
2293,0,0,0.009549795,0,0.990450205
2298,0,0,0.021419009,0.001338688,0.977242303
2300,0,0,0.02294197,0.001349528,0.975708502
2302,0,0,0,0,1
2303,0,0,0,0,1
2308,0,0,0,0,1
2309,0,0,0,0,1
2310,0,0,0,0,1
2312,0,0,0,0,1
2313,0,0,0,0,1
2314,0,0,0,0,1
2315,0,0,0,0,1
2316,0,0,0,0,1
2318,0,0,0,0,1
2319,0,0,0,0,1
2321,0,0,0,0,1
2322,0,0,0,0,1
2323,0,0,0,0,1
2324,0,0,0,0,1
2325,0,0,0,0,1
2326,0,0,0,0,1
2327,0,0,0,0,1
2328,0,0,0,0,1
2329,0,0,0,0,1
2331,0,0,0,0,1
2332,0,0,0,0,1
2333,0,0,0,0,1
2335,0,0,0,0,1
2336,0,0,0,0,1
2337,0,0,0,0,1
2339,0,0,0,0,1
2342,0,0.001371742,0.316872428,0.21399177,0.46776406
2343,0,0.001381215,0.421270718,0.125690608,0.451657459
2346,0,0.002666667,0.348,0.178666667,0.470666667
2348,0,0.001302083,0.419270833,0.134114583,0.4453125
2349,0,0.001430615,0.422031474,0.123032904,0.453505007
2350,0,0.002836879,0.306382979,0.226950355,0.463829787
2353,0,0,0.329512894,0.20773639,0.462750716
2354,0,0.001390821,0.436717663,0.221140473,0.340751043
2357,0,0,0.408,0.194666667,0.397333333
2361,0,0,0,0,1
2362,0,0,0,0,1
2363,0,0,0,0,1
2364,0,0,0,0,1
2365,0,0,0,0,1
2367,0,0,0,0,1
2368,0,0,0,0,1
2371,0,0,0,0,1
2374,0,0,0,0,1
2376,0,0,0,0,1
2377,0,0,0,0,1
2379,0,0,0,0,1
2380,0,0,0,0,1
2381,0,0,0,0,1
2382,0,0,0,0,1
2383,0,0,0,0,1
2384,0,0,0,0,1
2387,0,0,0,0,1
2388,0,0,0,0,1
2389,0,0,0,0,1
2390,0,0,0,0,1
2392,0,0,0,0,1
2393,0,0,0,0,1
2394,0,0,0,0,1
2395,0,0,0,0,1
2396,0,0,0,0,1
2397,0,0,0,0,1
2398,0,0,0,0,1
2400,0,0,0,0,1
2402,0,0,0,0,1
2409,0,0,0,0,1
2411,0,0,0,0,1
2413,0,0,0,0,1
2415,0,0,0,0,1
2418,0,0,0,0,1
2422,0,0,0,0,1
2423,0,0,0,0,1
2424,0,0,0,0,1
2425,0,0,0,0,1
2426,0,0,0,0,1
2427,0,0,0,0,1
2428,0,0,0,0,1
2429,0,0,0,0,1
2433,0,0,0,0,1
2434,0,0,0,0,1
2438,0,0,0,0,1
2439,0,0,0,0,1
2443,0,0,0,0,1
2444,0,0,0,0,1
2445,0,0,0,0,1
2446,0,0,0,0,1
2448,0,0,0,0,1
2450,0,0,0,0,1
2451,0,0,0,0,1
2452,0,0,0,0,1
2453,0,0,0,0,1
2454,0,0,0,0,1
2455,0,0,0,0,1
2457,0,0,0,0,1
2459,0,0,0,0,1
2460,0,0,0,0,1
2463,0,0,0,0,1
2464,0,0,0,0,1
2465,0,0,0,0,1
2466,0,0,0,0,1
2467,0,0,0,0,1
2468,0,0,0,0,1
2470,0,0,0,0,1
2471,0,0,0,0,1
2473,0,0,0,0,1
2475,0,0,0,0,1
2477,0,0,0,0,1
2479,0,0,0,0,1
2481,0,0.001464129,0.266471449,0.614934114,0.117130307
2482,0,0.004043127,0.252021563,0.632075472,0.111859838
2483,0,0.00388601,0.208549223,0.702072539,0.085492228
2484,0,0.002624672,0.284776903,0.598425197,0.114173228
2485,0,0.001388889,0.172222222,0.722222222,0.104166667
2487,0,0.00135318,0.282814614,0.600811908,0.115020298
2488,0,0.001408451,0.229577465,0.661971831,0.107042254
2489,0,0.00286944,0.278335725,0.591104735,0.1276901
2491,0,0.002777778,0.226388889,0.679166667,0.091666667
2492,0,0.004098361,0.277322404,0.602459016,0.116120219
2493,0,0.001349528,0.240215924,0.658569501,0.099865047
2495,0,0.002684564,0.170469799,0.722147651,0.104697987
2497,0,0.004098361,0.274590164,0.612021858,0.109289617
2499,0,0.0013947,0.214783821,0.70432357,0.079497908
2500,0,0.00516129,0.28516129,0.598709677,0.110967742
2501,0,0,0,0,1
2502,0,0,0,0,1
2503,0,0,0,0,1
2505,0,0,0,0,1
2507,0,0,0,0,1
2510,0,0,0,0,1
2511,0,0,0,0,1
2512,0,0,0,0,1
2519,0,0,0,0,1
2521,0,0.001345895,0.423956931,0.142664872,0.432032301
2523,0,0,0.423776224,0.233566434,0.342657343
2524,0,0.00132626,0.407161804,0.144562334,0.446949602
2527,0,0,0.453744493,0.221732746,0.324522761
2528,0,0,0.402439024,0.211382114,0.386178862
2529,0,0,0.410691004,0.144719687,0.444589309
2530,0,0,0.31409396,0.24966443,0.436241611
2531,0,0,0.403292181,0.16872428,0.427983539
2532,0,0.001340483,0.339142091,0.201072386,0.45844504
2533,0,0.001345895,0.33243607,0.207267833,0.458950202
2535,0,0.001410437,0.287729196,0.218617772,0.492242595
2536,0,0.002853067,0.466476462,0.215406562,0.315263909
2540,0,0.002747253,0.332417582,0.199175824,0.465659341
2541,0,0,0,0,1
2543,0,0,0,0,1
2544,0,0,0,0,1
2545,0,0,0,0,1
2548,0,0,0,0,1
2549,0,0,0,0,1
2551,0,0,0,0,1
2552,0,0,0,0,1
2553,0,0,0,0,1
2556,0,0,0,0,1
2557,0,0,0,0,1
2559,0,0,0,0,1
2560,0,0,0,0,1
2564,0,0,0,0,1
2565,0,0,0,0,1
2566,0,0,0,0,1
2567,0,0,0,0,1
2571,0,0,0,0,1
2572,0,0,0,0,1
2574,0,0,0,0,1
2577,0,0,0,0,1
2578,0,0,0,0,1
2580,0,0,0,0,1
