Column1,X1,X2,X3,X4,X5
347,0,0,0.384823848,0.028455285,0.586720867
348,0,0,0.220505618,0.025280899,0.754213483
349,0,0,0.225352113,0.01971831,0.754929577
350,0,0,0.230555556,0.029166667,0.740277778
351,0,0,0.303155007,0.008230453,0.68861454
352,0,0,0.244413408,0.027932961,0.727653631
354,0,0,0.370512821,0.028205128,0.601282051
355,0,0,0.349315068,0.031506849,0.619178082
356,0,0,0.322033898,0.016949153,0.661016949
357,0,0,0.354196302,0.029871977,0.615931721
358,0,0,0.240268456,0.024161074,0.73557047
359,0,0,0.398907104,0.030054645,0.571038251
360,0,0,0.230874317,0.024590164,0.744535519
361,0,0,0.029639175,0.275773196,0.694587629
367,0,0,0.050964187,0.224517906,0.724517906
368,0,0,0.046767538,0.266850069,0.686382393
369,0,0,0.025,0.272222222,0.702777778
370,0,0,0.039370079,0.288713911,0.67191601
371,0,0,0.056953642,0.321854305,0.621192053
373,0,0,0.046896552,0.246896552,0.706206897
374,0,0,0.048812665,0.233509235,0.7176781
375,0,0,0.035110533,0.256176853,0.708712614
377,0,0,0.041208791,0.251373626,0.707417582
378,0,0,0.020833333,0.288888889,0.690277778
380,0,0,0.036193029,0.308310992,0.655495979
382,0,0,0,0,1
383,0,0,0,0,1
384,0,0,0,0,1
385,0,0,0,0,1
386,0,0,0,0,1
387,0,0,0,0,1
388,0,0,0,0,1
389,0,0,0,0,1
390,0,0,0,0,1
391,0,0,0,0,1
392,0,0,0,0,1
393,0,0,0,0,1
394,0,0,0,0,1
395,0,0,0,0,1
397,0,0,0,0,1
398,0,0,0,0,1
399,0,0,0,0,1
402,0,0,0,0.005082592,0.994917408
405,0,0,0,0,1
406,0,0,0,0.00807537,0.99192463
407,0,0,0,0.004285714,0.995714286
409,0,0,0,0.007072136,0.992927864
410,0,0,0,0.004143646,0.995856354
414,0,0,0,0.00660502,0.99339498
415,0,0,0,0.002762431,0.997237569
416,0,0,0,0.009222661,0.990777339
421,0,0,0.045513654,0.261378414,0.693107932
422,0,0,0.046639232,0.304526749,0.648834019
424,0,0,0.036061026,0.289875173,0.6740638
425,0,0,0.04966443,0.228187919,0.722147651
426,0,0,0.035278155,0.255088195,0.70963365
427,0,0,0.048322148,0.217449664,0.734228188
428,0,0,0.043126685,0.295148248,0.661725067
429,0,0,0.045272969,0.287616511,0.667110519
430,0,0,0.028885832,0.295735901,0.675378267
432,0,0,0.04178273,0.314763231,0.643454039
435,0,0,0.055634807,0.241084165,0.703281027
437,0,0,0.048476454,0.267313019,0.684210526
438,0,0,0.029370629,0.268531469,0.702097902
439,0,0,0.040389972,0.321727019,0.637883008
440,0,0,0.028409091,0.278409091,0.693181818
441,0,0,0,0,1
443,0,0,0,0,1
444,0,0,0,0,1
445,0,0,0,0,1
446,0,0,0,0,1
447,0,0,0,0,1
451,0,0,0,0,1
452,0,0,0,0,1
453,0,0,0,0,1
454,0,0,0,0,1
455,0,0,0,0,1
458,0,0,0,0,1
459,0,0,0,0,1
460,0,0,0,0,1
461,0,0,0.036745407,0.287401575,0.675853018
462,0,0,0.03038674,0.274861878,0.694751381
465,0,0,0.030463576,0.278145695,0.691390728
468,0,0,0.030259366,0.25648415,0.713256484
469,0,0,0.026109661,0.272845953,0.701044386
470,0,0,0.036939314,0.281002639,0.682058047
471,0,0,0.025,0.276315789,0.698684211
472,0,0,0.047043011,0.268817204,0.684139785
473,0,0,0.052560647,0.252021563,0.69541779
475,0,0,0.053108808,0.300518135,0.646373057
477,0,0,0.049286641,0.306095979,0.64461738
478,0,0,0.036784741,0.29972752,0.663487738
479,0,0,0.043137255,0.307189542,0.649673203
480,0,0,0.037583893,0.304697987,0.657718121
481,0.002777778,0.011111111,0.668055556,0.1625,0.155555556
483,0.001321004,0.007926024,0.664464993,0.171730515,0.154557464
484,0.002728513,0.008185539,0.687585266,0.148703956,0.152796726
485,0.001388889,0.0125,0.8375,0.109722222,0.038888889
487,0.002747253,0.009615385,0.688186813,0.148351648,0.151098901
488,0,0.010958904,0.68630137,0.143835616,0.15890411
490,0,0.01061008,0.839522546,0.034482759,0.115384615
491,0,0,0.747688243,0.132100396,0.120211361
492,0.001317523,0.010540184,0.826086957,0.036890646,0.12516469
493,0.001345895,0.00538358,0.833109017,0.122476447,0.037685061
495,0,0.009067358,0.821243523,0.047927461,0.121761658
496,0,0.009383378,0.825737265,0.134048257,0.030831099
500,0.002766252,0.011065007,0.679114799,0.165975104,0.141078838
501,0,0,0,0,1
506,0,0,0,0,1
507,0,0,0,0,1
508,0,0,0,0,1
509,0,0,0,0,1
511,0,0,0,0,1
512,0,0,0,0,1
514,0,0,0,0,1
515,0,0,0,0,1
516,0,0,0,0,1
519,0,0,0,0,1
522,0,0,0.041039672,0.299589603,0.659370725
524,0,0,0.050198151,0.225891678,0.723910172
525,0,0,0.033156499,0.274535809,0.692307692
527,0,0,0.037533512,0.296246649,0.666219839
528,0,0,0.035763411,0.247592847,0.716643741
531,0,0,0.051912568,0.259562842,0.68852459
532,0,0,0.046035806,0.239130435,0.71483376
534,0,0,0.034993271,0.231493943,0.733512786
537,0,0,0.029370629,0.282517483,0.688111888
538,0,0,0.058487874,0.241084165,0.70042796
540,0,0,0.029139073,0.260927152,0.709933775
545,0,0,0.046258503,0.238095238,0.715646259
548,0,0,0.041948579,0.265223275,0.692828146
549,0,0,0.042492918,0.245042493,0.712464589
550,0,0,0.028608583,0.267880364,0.703511053
552,0,0,0.044715447,0.319783198,0.635501355
553,0,0,0.037138927,0.284731774,0.678129298
554,0,0,0.045584046,0.257834758,0.696581197
556,0,0,0.042838019,0.295850067,0.661311914
558,0,0,0.042234332,0.261580381,0.696185286
559,0,0,0.031506849,0.268493151,0.7
560,0,0,0.046808511,0.225531915,0.727659574
565,0,0,0.035470668,0.31377899,0.650750341
566,0,0,0.035952064,0.255659121,0.708388815
567,0,0,0.042582418,0.28021978,0.677197802
569,0,0,0.029166667,0.243055556,0.727777778
571,0,0,0.055630936,0.28358209,0.660786974
575,0,0,0.034153005,0.299180328,0.666666667
576,0,0,0.043882979,0.309840426,0.646276596
577,0,0,0.029850746,0.301221167,0.668928087
578,0,0,0.027962716,0.299600533,0.672436751
582,0,0,0,0,1
586,0,0,0,0,1
587,0,0,0,0,1
588,0,0,0,0,1
589,0,0,0,0,1
592,0,0,0,0,1
593,0,0,0,0,1
594,0,0,0,0,1
595,0,0,0,0,1
598,0,0,0,0,1
600,0,0,0,0,1
604,0,0.001404494,0.22752809,0.68258427,0.088483146
606,0,0.004054054,0.27972973,0.587837838,0.128378378
607,0,0.001319261,0.162269129,0.721635884,0.114775726
608,0,0.001351351,0.243243243,0.65,0.105405405
609,0,0.004092769,0.242837653,0.68212824,0.070941337
610,0,0.00405954,0.278755074,0.608930988,0.108254398
611,0,0.005369128,0.162416107,0.703355705,0.12885906
612,0,0.004120879,0.15521978,0.725274725,0.115384615
614,0,0.004076087,0.15625,0.730978261,0.108695652
616,0,0.002677376,0.282463186,0.595716198,0.11914324
617,0,0.002762431,0.14640884,0.738950276,0.111878453
618,0,0,0.221590909,0.681818182,0.096590909
619,0,0.001347709,0.138814016,0.739892183,0.119946092
621,0,0,0,0,1
622,0,0,0,0,1
623,0,0,0,0,1
626,0,0,0,0,1
629,0,0,0,0,1
630,0,0,0,0,1
631,0,0,0,0,1
635,0,0,0,0,1
636,0,0,0,0,1
637,0,0,0,0,1
640,0,0,0,0,1
641,0,0,0.030898876,0.299157303,0.66994382
644,0,0,0.045698925,0.309139785,0.64516129
646,0,0,0.049865229,0.287061995,0.663072776
648,0,0,0.035567715,0.273597811,0.690834473
650,0,0,0.04200542,0.29403794,0.66395664
651,0,0,0.028037383,0.292389853,0.679572764
653,0,0,0.022889843,0.294706724,0.682403433
656,0,0,0.047552448,0.302097902,0.65034965
659,0,0,0.031039136,0.287449393,0.681511471
660,0,0,0.046025105,0.260808926,0.693165969
1402,0,0,0,0,1
1403,0,0,0,0,1
1405,0,0,0,0,1
1406,0,0,0,0,1
1408,0,0,0,0,1
1411,0,0,0,0,1
1415,0,0,0,0,1
1417,0,0,0,0,1
1420,0,0,0,0,1
1421,0,0,0,0,1
1422,0,0,0,0,1
1423,0,0,0,0,1
1425,0,0,0,0,1
1426,0,0,0,0,1
1427,0,0,0,0,1
1428,0,0,0,0,1
1429,0,0,0,0,1
1430,0,0,0,0,1
1431,0,0,0,0,1
1433,0,0,0,0,1
1434,0,0,0,0,1
1435,0,0,0,0,1
1437,0,0,0,0,1
1438,0,0,0,0,1
1439,0,0,0,0,1
1440,0,0,0,0,1
1441,0,0,0,0,1
1442,0,0,0,0,1
1444,0,0,0,0,1
1445,0,0,0,0,1
1446,0,0,0,0,1
1447,0,0,0,0,1
1448,0,0,0,0,1
1449,0,0,0,0,1
1450,0,0,0,0,1
1452,0,0,0,0,1
1454,0,0,0,0,1
1455,0,0,0,0,1
1456,0,0,0,0,1
1457,0,0,0,0,1
1458,0,0,0,0,1
1459,0,0,0,0,1
1460,0,0,0,0,1
1461,0,0.001390821,0.433936022,0.216968011,0.347705146
1462,0,0.001335113,0.463284379,0.222963952,0.312416555
1464,0,0,0.428010471,0.219895288,0.352094241
1466,0,0.001355014,0.414634146,0.134146341,0.449864499
1468,0,0.001385042,0.325484765,0.203601108,0.469529086
1469,0,0.001412429,0.305084746,0.233050847,0.460451977
1472,0,0,0.388736264,0.192307692,0.418956044
1475,0,0.001364256,0.46111869,0.211459754,0.326057299
1476,0,0.001335113,0.453938585,0.23364486,0.311081442
1479,0,0.001388889,0.465277778,0.191666667,0.341666667
1480,0,0.00135318,0.415426252,0.135317997,0.447902571
1482,0,0,0,0,1
1483,0,0,0,0,1
1486,0,0,0,0,1
1488,0,0,0,0,1
1490,0,0,0,0,1
1492,0,0,0,0,1
1493,0,0,0,0,1
1495,0,0,0,0,1
1497,0,0,0,0,1
1498,0,0,0,0,1
1501,0,0,0.001385042,0.016620499,0.98199446
1502,0,0,0.002567394,0.010269576,0.98716303
1504,0,0,0.001336898,0.021390374,0.977272727
1505,0,0,0.002688172,0.028225806,0.969086022
1507,0,0,0.004109589,0.028767123,0.967123288
1510,0,0,0,0.021361816,0.978638184
1512,0,0,0.001367989,0.020519836,0.978112175
1516,0,0,0.001328021,0.015936255,0.982735724
1518,0,0,0,0.015256588,0.984743412
1521,0,0,0,0,1
1522,0,0,0,0,1
1523,0,0,0,0,1
1525,0,0,0,0,1
1526,0,0,0,0,1
1527,0,0,0,0,1
1529,0,0,0,0,1
1530,0,0,0,0,1
1533,0,0,0,0,1
1534,0,0,0,0,1
1535,0,0,0,0,1
1536,0,0,0,0,1
1539,0,0,0,0,1
1540,0,0,0,0,1
1541,0,0,0,0,1
1544,0,0,0,0,1
1545,0,0,0,0,1
1546,0,0,0,0,1
1547,0,0,0,0,1
1549,0,0,0,0,1
1552,0,0,0,0,1
1554,0,0,0,0,1
1557,0,0,0,0,1
1558,0,0,0,0,1
1560,0,0,0,0,1
1561,0,0,0.077436582,0.178905207,0.743658211
1564,0,0,0.046776233,0.17193426,0.781289507
1565,0,0,0.078296703,0.196428571,0.725274725
1569,0,0,0.057534247,0.145205479,0.797260274
1570,0,0,0.040053405,0.162883845,0.79706275
1571,0,0,0.070151307,0.192572215,0.737276479
1573,0,0,0.067510549,0.216596343,0.715893108
1576,0,0,0.02364395,0.178025035,0.798331015
1577,0,0,0.069767442,0.190150479,0.740082079
1579,0,0,0.070748299,0.14829932,0.780952381
1580,0,0,0.079166667,0.194444444,0.726388889
1581,0,0,0,0,1
1582,0,0,0,0,1
1585,0,0,0,0,1
1586,0,0,0,0,1
1587,0,0,0,0,1
1588,0,0,0,0,1
1589,0,0,0,0,1
1590,0,0,0,0,1
1591,0,0,0,0,1
1593,0,0,0,0,1
1594,0,0,0,0,1
1596,0,0,0,0,1
1598,0,0,0,0,1
1599,0,0,0,0,1
1600,0,0,0,0,1
1601,0,0,0.001336898,0.02540107,0.973262032
1602,0,0,0.00265252,0.022546419,0.974801061
1603,0,0,0.002710027,0.014905149,0.982384824
1605,0,0,0.001371742,0.021947874,0.976680384
1609,0,0,0,0.015852048,0.984147952
1610,0,0,0,0.031593407,0.968406593
1612,0,0,0,0.018492176,0.981507824
1613,0,0,0.002816901,0.016901408,0.98028169
1614,0,0,0.001371742,0.009602195,0.989026063
1615,0,0,0.002836879,0.019858156,0.977304965
1616,0,0,0.002702703,0.017567568,0.97972973
1617,0,0,0,0.01965924,0.98034076
1618,0,0,0,0.019736842,0.980263158
1619,0,0,0.003989362,0.01462766,0.981382979
1620,0,0,0,0.027816412,0.972183588
1621,0,0,0,0,1
1623,0,0,0,0,1
1624,0,0,0,0,1
1626,0,0,0,0,1
1628,0,0,0,0,1
1629,0,0,0,0,1
1630,0,0,0,0,1
1632,0,0,0,0,1
1633,0,0,0,0,1
1636,0,0,0,0,1
1638,0,0,0,0,1
1640,0,0,0,0,1
1641,0,0,0,0,1
1642,0,0,0,0,1
1644,0,0,0,0,1
1645,0,0,0,0,1
1646,0,0,0,0,1
1647,0,0,0,0,1
1649,0,0,0,0,1
1652,0,0,0,0,1
1655,0,0,0,0,1
1656,0,0,0,0,1
1657,0,0,0,0,1
1658,0,0,0,0,1
1659,0,0,0,0,1
1660,0,0,0,0,1
1662,0,0,0,0,1
1663,0,0,0,0,1
1664,0,0,0,0,1
1665,0,0,0,0,1
1666,0,0,0,0,1
1667,0,0,0,0,1
1668,0,0,0,0,1
1669,0,0,0,0,1
1670,0,0,0,0,1
1671,0,0,0,0,1
1672,0,0,0,0,1
1673,0,0,0,0,1
1674,0,0,0,0,1
1675,0,0,0,0,1
1676,0,0,0,0,1
1678,0,0,0,0,1
1680,0,0,0,0,1
1681,0,0,0,0,1
1682,0,0,0,0,1
1683,0,0,0,0,1
1684,0,0,0,0,1
1685,0,0,0,0,1
1687,0,0,0,0,1
1688,0,0,0,0,1
1689,0,0,0,0,1
1692,0,0,0,0,1
1693,0,0,0,0,1
1694,0,0,0,0,1
1695,0,0,0,0,1
1696,0,0,0,0,1
1697,0,0,0,0,1
1698,0,0,0,0,1
1699,0,0,0,0,1
1700,0,0,0,0,1
1702,0,0,0,0,1
1705,0,0,0,0,1
1706,0,0,0,0,1
1707,0,0,0,0,1
1708,0,0,0,0,1
1709,0,0,0,0,1
1710,0,0,0,0,1
1712,0,0,0,0,1
1713,0,0,0,0,1
1714,0,0,0,0,1
1717,0,0,0,0,1
1718,0,0,0,0,1
1719,0,0,0,0,1
1720,0,0,0,0,1
1721,0,0,0,0.001340483,0.998659517
1725,0,0,0,0.001408451,0.998591549
1727,0,0,0,0.001347709,0.998652291
1728,0,0,0,0.001356852,0.998643148
1729,0,0,0,0,1
1730,0,0,0,0.00281294,0.99718706
1731,0,0,0,0,1
1732,0,0,0,0.002688172,0.997311828
1736,0,0,0,0.002684564,0.997315436
1740,0,0,0,0.001322751,0.998677249
1741,0,0,0,0.010709505,0.989290495
1742,0,0,0,0.006849315,0.993150685
1743,0,0,0,0.006963788,0.993036212
1745,0,0,0,0.002894356,0.997105644
1746,0,0,0,0.005494505,0.994505495
1747,0,0,0,0.00672043,0.99327957
1752,0,0,0,0.00538358,0.99461642
1753,0,0,0,0.005602241,0.994397759
1754,0,0,0,0.004081633,0.995918367
1755,0,0,0,0.006839945,0.993160055
1757,0,0,0,0.002713704,0.997286296
1758,0,0,0,0.008379888,0.991620112
1759,0,0,0,0.002735978,0.997264022
1761,0,0,0,0.006877579,0.993122421
1762,0,0,0,0,1
1765,0,0,0,0.008321775,0.991678225
1766,0,0,0,0.001347709,0.998652291
1767,0,0,0,0.004,0.996
1769,0,0,0,0.005563282,0.994436718
1770,0,0,0,0.00698324,0.99301676
1772,0,0,0,0.005420054,0.994579946
1776,0,0,0,0.007874016,0.992125984
1778,0,0,0,0.007926024,0.992073976
1779,0,0,0,0.004043127,0.995956873
1780,0,0,0,0.005326232,0.994673768
1781,0,0,0,0,1
1782,0,0,0,0,1
1783,0,0,0,0,1
1785,0,0,0,0,1
1786,0,0,0,0,1
1787,0,0,0,0,1
1788,0,0,0,0,1
1791,0,0,0,0,1
1792,0,0,0,0,1
1793,0,0,0,0,1
1794,0,0,0,0,1
1797,0,0,0,0,1
1798,0,0,0,0,1
1800,0,0,0,0,1
1801,0,0.005141388,0.064267352,0.015424165,0.915167095
1802,0,0.002739726,0.034246575,0,0.963013699
1804,0,0.00541272,0.060893099,0.00947226,0.924221922
1805,0,0.006839945,0.053351573,0.013679891,0.926128591
1806,0,0.005376344,0.055107527,0.010752688,0.928763441
1808,0,0.004189944,0.019553073,0.011173184,0.965083799
1811,0,0.002624672,0.041994751,0.001312336,0.954068241
1812,0,0,0.036,0.004,0.96
1813,0,0.005174644,0.058214748,0.010349288,0.92626132
1815,0,0.001402525,0.009817672,0.012622721,0.976157083
1816,0,0.005128205,0.062820513,0.014102564,0.917948718
1817,0,0.002777778,0.011111111,0.002777778,0.983333333
1818,0,0.005517241,0.073103448,0.011034483,0.910344828
1819,0,0.004087193,0.059945504,0.01226158,0.923705722
1820,0,0.005434783,0.061141304,0.010869565,0.922554348
1821,0,0,0,0,1
1822,0,0,0,0,1
1823,0,0,0,0,1
1827,0,0,0,0,1
1829,0,0,0,0,1
1830,0,0,0,0,1
1831,0,0,0,0,1
1832,0,0,0,0,1
1833,0,0,0,0,1
1834,0,0,0,0,1
1835,0,0,0,0,1
1836,0,0,0,0,1
1837,0,0,0,0,1
1838,0,0,0,0,1
1839,0,0,0,0,1
1840,0,0,0,0,1
1841,0,0,0,0,1
1842,0,0,0,0,1
1844,0,0,0,0,1
1845,0,0,0,0,1
1847,0,0,0,0,1
1848,0,0,0,0,1
1849,0,0,0,0,1
1853,0,0,0,0,1
1854,0,0,0,0,1
1855,0,0,0,0,1
1858,0,0,0,0,1
1859,0,0,0,0,1
1864,0.123268698,0,0.567867036,0.001385042,0.307479224
1865,0.180076628,0,0.411238825,0.056194125,0.352490421
1866,0.148688047,0,0.610787172,0.058309038,0.182215743
1867,0.023560209,0,0.62565445,0.04973822,0.30104712
1869,0.129380054,0,0.621293801,0.043126685,0.206199461
1876,0.173854447,0,0.40296496,0.059299191,0.363881402
1877,0.044,0,0.592,0.045333333,0.318666667
1878,0.179521277,0,0.397606383,0.058510638,0.364361702
1880,0.178385417,0,0.416666667,0.052083333,0.352864583
1882,0,0,0.048257373,0.253351206,0.698391421
1883,0,0,0.048476454,0.235457064,0.716066482
1886,0,0,0.026525199,0.267904509,0.705570292
1887,0,0,0.046419098,0.24535809,0.708222812
1888,0,0,0.04249668,0.28685259,0.67065073
1890,0,0,0.037518038,0.281385281,0.681096681
1891,0,0,0.029769959,0.282814614,0.687415426
1892,0,0,0.035063114,0.27769986,0.687237027
1894,0,0,0.045994065,0.305637982,0.648367953
1896,0,0,0.041499331,0.228915663,0.729585007
1897,0,0,0.054945055,0.284340659,0.660714286
1900,0,0,0.040221914,0.263522885,0.696255201
1902,0.122529644,0.137022398,0.53886693,0.150197628,0.051383399
1904,0.114441417,0.099455041,0.711171662,0.038147139,0.036784741
1906,0.0945758,0.111265647,0.73713491,0.027816412,0.029207232
1907,0.017808219,0.108219178,0.702739726,0.128767123,0.042465753
1908,0.133074935,0.127906977,0.527131783,0.162790698,0.049095607
1909,0.096541787,0.100864553,0.681556196,0.11815562,0.002881844
1911,0.024460432,0.082014388,0.730935252,0.125179856,0.037410072
1912,0.096368715,0.020949721,0.715083799,0.124301676,0.043296089
