"","model2.y","model2.predicted","X1","X2","X3","X4","X5"
"2167","3","5",0,0,0,0,1
"225","4","5",0,0,0,0,1
"2463","3","5",0,0,0,0,1
"2077","4","5",0,0,0,0.00131752305665349,0.998682476943347
"481","3","3",0.00277777777777778,0.0111111111111111,0.668055555555556,0.1625,0.155555555555556
"2250","3","5",0,0,0,0,1
"128","5","5",0.0343007915567282,0.0079155672823219,0.0593667546174142,0.213720316622691,0.684696569920844
"220","5","5",0,0,0.00137741046831956,0.0247933884297521,0.973829201101928
"2503","3","5",0,0,0,0,1
"2443","3","5",0,0,0,0,1
"2322","5","5",0,0,0,0,1
"1619","4","5",0,0,0.00398936170212766,0.0146276595744681,0.981382978723404
"1916","3","3",0.108254397834912,0.123139377537212,0.56021650879567,0.163734776725304,0.0446549391069012
"1924","5","5",0,0,0.110539845758355,0.0822622107969152,0.80719794344473
"35","5","5",0,0,0,0,1
"475","5","5",0,0,0.0531088082901554,0.300518134715026,0.646373056994819
"2240","2","5",0,0,0,0,1
"2281","5","5",0,0,0.0212483399734396,0.00132802124833997,0.97742363877822
"531","4","5",0,0,0.0519125683060109,0.259562841530055,0.688524590163934
"350","3","5",0,0,0.230555555555556,0.0291666666666667,0.740277777777778
"1440","5","5",0,0,0,0,1
"594","5","5",0,0,0,0,1
"1527","5","5",0,0,0,0,1
"5","5","5",0,0,0.0893098782138024,0.106901217861976,0.803788903924222
"2532","3","5",0,0.00134048257372654,0.339142091152815,0.201072386058981,0.458445040214477
"1964","5","5",0,0,0.00271370420624152,0.0230664857530529,0.974219810040706
"1411","3","5",0,0,0,0,1
"1845","3","5",0,0,0,0,1
"2300","5","5",0,0,0.0229419703103914,0.00134952766531714,0.975708502024291
"210","5","5",0,0,0.0025974025974026,0.025974025974026,0.971428571428571
"606","4","4",0,0.00405405405405405,0.27972972972973,0.587837837837838,0.128378378378378
"2214","5","5",0,0,0,0,1
"2066","5","5",0,0,0,0.00264200792602378,0.997357992073976
"199","5","5",0,0,0,0,1
"2523","5","3",0,0,0.423776223776224,0.233566433566434,0.342657342657343
"2549","4","5",0,0,0,0,1
"206","4","5",0,0,0.00135685210312076,0.0230664857530529,0.975576662143826
"1665","4","5",0,0,0,0,1
"1448","5","5",0,0,0,0,1
"1817","3","5",0,0.00277777777777778,0.0111111111111111,0.00277777777777778,0.983333333333333
"637","5","5",0,0,0,0,1
"1785","4","5",0,0,0,0,1
"2288","5","5",0,0,0.0217391304347826,0.00135869565217391,0.976902173913043
"2188","4","5",0,0,0,0,1
"528","4","5",0,0,0.0357634112792297,0.247592847317744,0.716643741403026
"2335","5","5",0,0,0,0,1
"1428","5","5",0,0,0,0,1
"1576","3","5",0,0,0.023643949930459,0.178025034770515,0.798331015299026
"2267","5","5",0,0,0,0,1
"1588","2","5",0,0,0,0,1
"195","5","5",0,0,0,0,1
"473","4","5",0,0,0.0525606469002695,0.252021563342318,0.695417789757412
"68","2","5",0,0,0,0,1
"2287","3","5",0,0,0.00136425648021828,0.00136425648021828,0.997271487039563
"653","3","5",0,0,0.0228898426323319,0.294706723891273,0.682403433476395
"1549","5","5",0,0,0,0,1
"1687","2","5",0,0,0,0,1
"1615","5","5",0,0,0.00283687943262411,0.0198581560283688,0.977304964539007
"1447","2","5",0,0,0,0,1
"303","5","5",0,0,0,0,1
"1425","2","5",0,0,0,0,1
"2560","3","5",0,0,0,0,1
"2139","1","5",0,0,0,0,1
"1423","1","5",0,0,0,0,1
"2130","4","5",0,0,0,0,1
"2364","3","5",0,0,0,0,1
"1791","3","5",0,0,0,0,1
"1702","3","5",0,0,0,0,1
"2499","5","4",0,0.00139470013947001,0.214783821478382,0.704323570432357,0.0794979079497908
"1797","3","5",0,0,0,0,1
"302","3","5",0,0,0,0,1
"1959","5","5",0,0,0,0,1
"2527","5","3",0,0,0.45374449339207,0.221732745961821,0.324522760646109
"2423","3","5",0,0,0,0,1
"2090","2","5",0,0,0,0,1
"1892","3","5",0,0,0.0350631136044881,0.277699859747546,0.687237026647966
"461","2","5",0,0,0.036745406824147,0.28740157480315,0.675853018372703
"2221","4","5",0,0,0,0,1
"393","4","5",0,0,0,0,1
"545","4","5",0,0,0.0462585034013605,0.238095238095238,0.715646258503401
"410","4","5",0,0,0,0.00414364640883978,0.99585635359116
"1521","4","5",0,0,0,0,1
"1813","5","5",0,0.00517464424320828,0.0582147477360931,0.0103492884864166,0.926261319534282
"32","4","5",0,0,0,0,1
"2543","5","5",0,0,0,0,1
"2075","3","5",0,0,0,0,1
"1645","4","5",0,0,0,0,1
"1415","5","5",0,0,0,0,1
"1660","3","5",0,0,0,0,1
"2187","4","5",0,0,0,0,1
"126","5","5",0.0253671562082777,0.00534045393858478,0.0534045393858478,0.212283044058745,0.703604806408545
"2439","5","5",0,0,0,0,1
"1816","5","5",0,0.00512820512820513,0.0628205128205128,0.0141025641025641,0.917948717948718
"258","5","5",0,0,0,0.00681198910081744,0.993188010899183
"1823","5","5",0,0,0,0,1
"94","4","5",0,0,0,0,1
"377","4","5",0,0,0.0412087912087912,0.251373626373626,0.707417582417582
"1664","4","5",0,0,0,0,1
"1577","5","5",0,0,0.0697674418604651,0.19015047879617,0.740082079343365
"1502","4","5",0,0,0.00256739409499358,0.0102695763799743,0.987163029525032
"1990","4","5",0,0,0,0,1
"1965","4","5",0,0,0.00268817204301075,0.0161290322580645,0.981182795698925
"426","4","5",0,0,0.0352781546811398,0.255088195386703,0.709633649932157
"333","2","5",0,0,0.0376044568245125,0.274373259052925,0.688022284122563
"2216","3","5",0,0,0,0,1
"2107","4","5",0,0,0,0,1
"2099","4","5",0,0,0,0,1
"391","5","5",0,0,0,0,1
"1570","3","5",0,0,0.0400534045393858,0.162883845126836,0.797062750333778
"1427","2","5",0,0,0,0,1
"2206","4","5",0,0,0,0,1
"2247","5","5",0,0,0,0,1
"2493","2","4",0,0.00134952766531714,0.240215924426451,0.658569500674764,0.0998650472334683
"2567","2","5",0,0,0,0,1
"2035","5","5",0,0,0,0,1
"445","5","5",0,0,0,0,1
"595","4","5",0,0,0,0,1
"538","4","5",0,0,0.0584878744650499,0.241084165477889,0.700427960057061
"2019","5","5",0,0,0.00271370420624152,0.0271370420624152,0.970149253731343
"2450","5","5",0,0,0,0,1
"2037","5","5",0,0,0,0,1
"2339","5","5",0,0,0,0,1
"2544","3","5",0,0,0,0,1
"1792","3","5",0,0,0,0,1
"196","2","5",0,0,0,0,1
"2137","5","5",0,0,0,0,1
"560","4","5",0,0,0.0468085106382979,0.225531914893617,0.727659574468085
"2556","3","5",0,0,0,0,1
"2510","5","5",0,0,0,0,1
"1663","4","5",0,0,0,0,1
"509","2","5",0,0,0,0,1
"1713","4","5",0,0,0,0,1
"234","4","5",0,0,0,0,1
"1630","4","5",0,0,0,0,1
"2479","2","5",0,0,0,0,1
"548","4","5",0,0,0.0419485791610284,0.265223274695535,0.692828146143437
"1977","4","5",0,0,0.00132275132275132,0.00793650793650794,0.990740740740741
"2268","5","5",0,0,0,0,1
"1638","4","5",0,0,0,0,1
"29","2","5",0,0,0,0,1
"2426","4","5",0,0,0,0,1
"1657","5","5",0,0,0,0,1
"2198","5","5",0,0,0,0,1
"1745","4","5",0,0,0,0.00289435600578871,0.997105643994211
"1838","5","5",0,0,0,0,1
"2115","4","5",0,0,0,0,1
"2121","1","5",0,0,0,0,1
"71","3","5",0,0,0,0,1
"278","5","5",0,0,0,0,1
"2290","5","5",0,0,0.0211920529801325,0.00132450331125828,0.977483443708609
"307","4","5",0,0,0,0,1
"2234","4","5",0,0,0,0,1
"2571","5","5",0,0,0,0,1
"384","5","5",0,0,0,0,1
"2223","5","5",0,0,0,0,1
"2580","3","5",0,0,0,0,1
"2018","5","5",0,0,0.00142450142450142,0.0170940170940171,0.981481481481482
"1719","4","5",0,0,0,0,1
"1793","4","5",0,0,0,0,1
"2256","5","5",0,0,0,0,1
"2244","4","5",0,0,0,0,1
"452","5","5",0,0,0,0,1
"626","1","5",0,0,0,0,1
"1522","5","5",0,0,0,0,1
"495","4","3",0,0.00906735751295337,0.821243523316062,0.0479274611398964,0.121761658031088
"283","5","5",0,0,0,0.0028328611898017,0.997167138810198
"2200","5","5",0,0,0,0,1
"2536","5","3",0,0.00285306704707561,0.466476462196862,0.215406562054208,0.315263908701855
"407","5","5",0,0,0,0.00428571428571429,0.995714285714286
"54","4","5",0,0,0.0729312762973352,0.113604488078541,0.813464235624123
"1602","5","5",0,0,0.0026525198938992,0.0225464190981432,0.974801061007958
"569","4","5",0,0,0.0291666666666667,0.243055555555556,0.727777777777778
"1699","3","5",0,0,0,0,1
"534","4","5",0,0,0.0349932705248991,0.231493943472409,0.733512786002692
"2471","5","5",0,0,0,0,1
"465","3","5",0,0,0.0304635761589404,0.278145695364238,0.691390728476821
"160","5","5",0,0,0,0.0013986013986014,0.998601398601399
"2098","2","5",0,0,0,0,1
"438","2","5",0,0,0.0293706293706294,0.268531468531469,0.702097902097902
"2275","2","5",0,0,0,0,1
"297","5","5",0,0,0,0.00260756192959583,0.997392438070404
"2140","5","5",0,0,0,0,1
"1688","1","5",0,0,0,0,1
"1987","1","5",0,0,0,0,1
"2007","5","5",0,0,0.00392156862745098,0.0235294117647059,0.972549019607843
"604","5","4",0,0.00140449438202247,0.22752808988764,0.682584269662921,0.0884831460674157
"300","4","5",0,0,0,0.0027972027972028,0.997202797202797
"1421","3","5",0,0,0,0,1
"2483","5","4",0,0.0038860103626943,0.208549222797927,0.702072538860104,0.0854922279792746
"2427","5","5",0,0,0,0,1
"4","3","5",0,0,0.0581867388362652,0.0920162381596752,0.84979702300406
"1908","3","3",0.133074935400517,0.127906976744186,0.527131782945736,0.162790697674419,0.0490956072351421
"1849","4","5",0,0,0,0,1
"2280","3","5",0,0,0,0,1
"294","2","5",0,0,0,0.00280898876404494,0.997191011235955
"2148","2","5",0,0,0.0321678321678322,0.297902097902098,0.66993006993007
"2232","4","5",0,0,0,0,1
"1461","5","3",0,0.00139082058414465,0.433936022253129,0.216968011126565,0.347705146036161
"1971","3","5",0,0,0,0.0160213618157543,0.983978638184246
"492","4","3",0.00131752305665349,0.0105401844532279,0.826086956521739,0.0368906455862978,0.125164690382082
"1685","5","5",0,0,0,0,1
"1758","5","5",0,0,0,0.00837988826815642,0.991620111731844
"1541","3","5",0,0,0,0,1
"1707","4","5",0,0,0,0,1
"478","5","5",0,0,0.0367847411444142,0.299727520435967,0.663487738419619
"1557","3","5",0,0,0,0,1
"405","4","5",0,0,0,0,1
"222","4","5",0,0,0,0,1
"402","3","5",0,0,0,0.00508259212198221,0.994917407878018
"1442","4","5",0,0,0,0,1
"185","5","5",0,0,0,0,1
"285","5","5",0,0,0,0,1
"2433","4","5",0,0,0,0,1
"308","3","5",0,0,0,0,1
"136","4","5",0.0284974093264249,0.00647668393782383,0.0544041450777202,0.0893782383419689,0.821243523316062
"1698","3","5",0,0,0,0,1
"2361","5","5",0,0,0,0,1
"2459","4","5",0,0,0,0,1
"166","5","5",0,0,0,0,1
"117","3","5",0,0,0.0357142857142857,0.202857142857143,0.761428571428571
"575","3","5",0,0,0.0341530054644809,0.299180327868852,0.666666666666667
"441","4","5",0,0,0,0,1
"1620","3","5",0,0,0,0.0278164116828929,0.972183588317107
"1430","3","5",0,0,0,0,1
"451","4","5",0,0,0,0,1
"409","3","5",0,0,0,0.00707213578500707,0.992927864214993
"1445","3","5",0,0,0,0,1
"2572","2","5",0,0,0,0,1
"1469","3","5",0,0.00141242937853107,0.305084745762712,0.233050847457627,0.46045197740113
"1659","2","5",0,0,0,0,1
"2565","5","5",0,0,0,0,1
"2052","3","5",0,0,0,0,1
"2346","3","5",0,0.00266666666666667,0.348,0.178666666666667,0.470666666666667
"2446","5","5",0,0,0,0,1
"2193","4","5",0,0,0,0,1
"145","5","5",0,0,0,0.00131752305665349,0.998682476943347
"2524","4","5",0,0.0013262599469496,0.407161803713528,0.144562334217507,0.446949602122016
"51","4","5",0,0,0.079155672823219,0.141160949868074,0.779683377308707
"207","5","5",0,0,0.00277392510402219,0.0235783633841886,0.973647711511789
"1405","3","5",0,0,0,0,1
"1695","3","5",0,0,0,0,1
"1457","4","5",0,0,0,0,1
"567","5","5",0,0,0.0425824175824176,0.28021978021978,0.677197802197802
"271","5","5",0,0,0,0,1
"2122","3","5",0,0,0,0,1
"1915","3","3",0.118758434547908,0.126855600539811,0.550607287449393,0.155195681511471,0.048582995951417
"2047","3","5",0,0,0,0,1
"550","3","5",0,0,0.0286085825747724,0.267880364109233,0.703511053315995
"1818","5","5",0,0.00551724137931034,0.0731034482758621,0.0110344827586207,0.910344827586207
"2501","5","5",0,0,0,0,1
"1938","5","5",0,0,0.0945945945945946,0.0702702702702703,0.835135135135135
"134","5","5",0.0434153400868307,0.00578871201157742,0.065123010130246,0.224312590448625,0.661360347322721
"1730","3","5",0,0,0,0.00281293952180028,0.9971870604782
"323","5","5",0,0,0.0416666666666667,0.30510752688172,0.653225806451613
"1692","4","5",0,0,0,0,1
"1836","5","5",0,0,0,0,1
"1767","4","5",0,0,0,0.004,0.996
"1673","5","5",0,0,0,0,1
"1626","4","5",0,0,0,0,1
"1830","5","5",0,0,0,0,1
"168","5","5",0,0,0,0,1
"2321","5","5",0,0,0,0,1
"1728","5","5",0,0,0,0.00135685210312076,0.998643147896879
"1693","4","5",0,0,0,0,1
"246","5","5",0,0,0,0.00557880055788006,0.99442119944212
"8","3","5",0,0,0.0461095100864553,0.0893371757925072,0.864553314121037
"1682","5","5",0,0,0,0,1
"1554","1","5",0,0,0,0,1
"1710","5","5",0,0,0,0,1
"2349","4","5",0,0.00143061516452074,0.422031473533619,0.123032904148784,0.453505007153076
"2505","3","5",0,0,0,0,1
"1644","3","5",0,0,0,0,1
"2131","2","5",0,0,0,0,1
"253","5","5",0,0,0,0.00632911392405063,0.993670886075949
"1920","2","3",0.0906630581867388,0.0162381596752368,0.72936400541272,0.124492557510149,0.0392422192151556
"2091","5","5",0,0,0,0,1
"2388","5","5",0,0,0,0,1
"1705","4","5",0,0,0,0,1
"167","4","5",0,0,0,0,1
"2374","5","5",0,0,0,0,1
"1786","3","5",0,0,0,0,1
"132","4","5",0.0327868852459016,0.00819672131147541,0.0573770491803279,0.0846994535519126,0.816939890710383
"263","5","5",0,0,0,0,1
"356","2","5",0,0,0.322033898305085,0.0169491525423729,0.661016949152542
"2197","3","5",0,0,0,0,1
"1533","5","5",0,0,0,0,1
"1493","4","5",0,0,0,0,1
"1958","5","5",0,0,0,0,1
"2238","5","5",0,0,0,0,1
"2343","4","5",0,0.00138121546961326,0.421270718232044,0.125690607734807,0.451657458563536
"2013","5","5",0,0,0.00254777070063694,0.024203821656051,0.973248407643312
"2000","1","5",0,0,0,0,1
"1681","2","5",0,0,0,0,1
"578","3","5",0,0,0.0279627163781625,0.299600532623169,0.672436750998668
"1420","3","5",0,0,0,0,1
"2192","4","5",0,0,0,0,1
"116","5","5",0,0,0.0704225352112676,0.2,0.729577464788732
"2253","3","5",0,0,0,0,1
"1466","4","5",0,0.0013550135501355,0.414634146341463,0.134146341463415,0.449864498644986
"1539","5","5",0,0,0,0,1
"221","5","5",0,0,0,0,1
"1573","5","5",0,0,0.0675105485232067,0.216596343178622,0.715893108298172
"2325","4","5",0,0,0,0,1
"1776","5","5",0,0,0,0.0078740157480315,0.992125984251969
"1886","3","5",0,0,0.026525198938992,0.26790450928382,0.705570291777188
"552","5","5",0,0,0.0447154471544715,0.319783197831978,0.63550135501355
"2143","5","5",0,0,0.037956204379562,0.303649635036496,0.658394160583942
"104","3","5",0,0,0.0307898259705489,0.187416331994645,0.781793842034806
"415","5","5",0,0,0,0.00276243093922652,0.997237569060773
"1855","3","5",0,0,0,0,1
"1694","2","5",0,0,0,0,1
"1970","5","5",0,0,0,0.0284900284900285,0.971509971509972
"2039","5","5",0,0,0,0,1
"2500","4","4",0,0.00516129032258065,0.285161290322581,0.598709677419355,0.110967741935484
"1535","5","5",0,0,0,0,1
"1444","4","5",0,0,0,0,1
"1834","4","5",0,0,0,0,1
"1593","5","5",0,0,0,0,1
"1942","4","5",0,0,0,0,1
"512","4","5",0,0,0,0,1
"2149","3","5",0,0,0.0299479166666667,0.287760416666667,0.682291666666667
"1621","5","5",0,0,0,0,1
"2316","2","5",0,0,0,0,1
"2541","5","5",0,0,0,0,1
"2468","5","5",0,0,0,0,1
"2328","5","5",0,0,0,0,1
"470","3","5",0,0,0.0369393139841689,0.281002638522427,0.682058047493404
"1831","4","5",0,0,0,0,1
"154","5","5",0,0,0,0.00131233595800525,0.998687664041995
"2342","3","5",0,0.00137174211248285,0.316872427983539,0.213991769547325,0.467764060356653
"360","3","5",0,0,0.230874316939891,0.0245901639344262,0.744535519125683
"175","2","5",0,0,0,0,1
"1974","4","5",0,0,0.00140845070422535,0.00985915492957747,0.988732394366197
"2384","5","5",0,0,0,0,1
"1754","5","5",0,0,0,0.00408163265306122,0.995918367346939
"660","4","5",0,0,0.0460251046025105,0.260808926080893,0.693165969316597
"2093","1","5",0,0,0,0,1
"2293","4","5",0,0,0.00954979536152797,0,0.990450204638472
"218","5","5",0,0,0.00273972602739726,0.0273972602739726,0.96986301369863
"469","3","5",0,0,0.0261096605744125,0.272845953002611,0.701044386422977
"2422","3","5",0,0,0,0,1
"1770","5","5",0,0,0,0.00698324022346369,0.993016759776536
"1972","4","5",0,0,0.00539811066126856,0.0161943319838057,0.978407557354926
"223","2","5",0,0,0,0,1
"2397","5","5",0,0,0,0,1
"1668","4","5",0,0,0,0,1
"121","1","5",0.00696378830083565,0.00696378830083565,0.0515320334261838,0.157381615598886,0.777158774373259
"2457","3","5",0,0,0,0,1
"2008","5","5",0,0,0.00258397932816537,0.0348837209302326,0.962532299741602
"2271","4","5",0,0,0,0,1
"274","4","5",0,0,0,0,1
"1618","3","5",0,0,0,0.0197368421052632,0.980263157894737
"1729","5","5",0,0,0,0,1
"1540","5","5",0,0,0,0,1
"1731","4","5",0,0,0,0,1
"2082","5","5",0,0,0,0,1
"16","5","5",0,0,0.0880681818181818,0.115056818181818,0.796875
"629","1","5",0,0,0,0,1
"425","4","5",0,0,0.0496644295302013,0.228187919463087,0.722147651006711
"2277","1","5",0,0,0,0,1
"1483","5","5",0,0,0,0,1
"2021","5","5",0,0,0,0,1
"1832","2","5",0,0,0,0,1
"2291","5","5",0,0,0.0206611570247934,0.00137741046831956,0.977961432506887
"1822","5","5",0,0,0,0,1
"1720","5","5",0,0,0,0,1
"614","3","4",0,0.00407608695652174,0.15625,0.730978260869565,0.108695652173913
"2023","4","5",0,0,0,0,1
"122","3","5",0.0226666666666667,0.00933333333333333,0.0173333333333333,0.165333333333333,0.785333333333333
"1967","5","5",0,0,0.00134228187919463,0.0322147651006711,0.966442953020134
"468","2","5",0,0,0.0302593659942363,0.256484149855908,0.713256484149856
"598","3","5",0,0,0,0,1
"501","5","5",0,0,0,0,1
"2142","3","5",0,0,0.0374832663989291,0.258366800535475,0.704149933065596
"105","4","5",0,0,0.0697674418604651,0.147742818057456,0.782489740082079
"2005","5","5",0,0,0.00407608695652174,0.0285326086956522,0.967391304347826
"2016","5","5",0,0,0.00267022696929239,0.0240320427236315,0.973297730307076
"1839","5","5",0,0,0,0,1
"295","4","5",0,0,0,0.00128865979381443,0.998711340206186
"2377","5","5",0,0,0,0,1
"1980","5","5",0,0,0.00268817204301075,0.0255376344086022,0.971774193548387
"2323","5","5",0,0,0,0,1
"2030","4","5",0,0,0,0,1
"485","5","3",0.00138888888888889,0.0125,0.8375,0.109722222222222,0.0388888888888889
"553","3","5",0,0,0.0371389270976616,0.284731774415406,0.678129298486933
"2574","5","5",0,0,0,0,1
"1755","5","5",0,0,0,0.00683994528043776,0.993160054719562
"392","5","5",0,0,0,0,1
"1921","3","5",0,0,0.0517482517482517,0.0811188811188811,0.867132867132867
"2144","4","5",0,0,0.0457516339869281,0.26797385620915,0.686274509803922
"293","5","5",0,0,0,0,1
"527","5","5",0,0,0.0375335120643432,0.296246648793566,0.666219839142091
"656","5","5",0,0,0.0475524475524476,0.302097902097902,0.65034965034965
"500","3","3",0.00276625172890733,0.0110650069156293,0.67911479944675,0.16597510373444,0.141078838174274
"209","4","5",0,0,0.00282485875706215,0.0169491525423729,0.980225988700565
"2402","3","5",0,0,0,0,1
"315","4","5",0,0,0,0,1
"432","5","5",0,0,0.0417827298050139,0.314763231197772,0.643454038997215
"2331","5","5",0,0,0,0,1
"1930","5","5",0,0,0.09765625,0.0859375,0.81640625
"286","5","5",0,0,0,0.00139275766016713,0.998607242339833
"592","3","5",0,0,0,0,1
"2319","5","5",0,0,0,0,1
"1963","5","5",0,0,0.0026525198938992,0.0291777188328912,0.96816976127321
"369","3","5",0,0,0.025,0.272222222222222,0.702777777777778
"367","4","5",0,0,0.0509641873278237,0.224517906336088,0.724517906336088
"42","1","5",0,0,0.0638002773925104,0.153952843273232,0.782246879334258
"1434","5","5",0,0,0,0,1
"515","5","5",0,0,0,0,1
"2046","3","5",0,0,0,0,1
"1646","1","5",0,0,0,0,1
"328","4","5",0,0,0.0474898236092266,0.265943012211669,0.686567164179104
"2180","5","5",0,0,0,0,1
"537","3","5",0,0,0.0293706293706294,0.282517482517483,0.688111888111888
"588","3","5",0,0,0,0,1
"2489","4","4",0,0.00286944045911047,0.278335724533716,0.591104734576757,0.127690100430416
"2226","3","5",0,0,0,0,1
"1480","4","5",0,0.0013531799729364,0.415426251691475,0.13531799729364,0.447902571041949
"1802","4","5",0,0.00273972602739726,0.0342465753424658,0,0.963013698630137
"1909","5","3",0.0965417867435159,0.100864553314121,0.681556195965418,0.118155619596542,0.00288184438040346
"2318","5","5",0,0,0,0,1
"1652","3","5",0,0,0,0,1
"1600","5","5",0,0,0,0,1
"256","5","5",0,0,0,0.00539811066126856,0.994601889338731
"519","3","5",0,0,0,0,1
"1820","5","5",0,0.00543478260869565,0.0611413043478261,0.0108695652173913,0.922554347826087
"422","5","5",0,0,0.046639231824417,0.304526748971193,0.64883401920439
"1941","5","5",0,0,0,0,1
"1636","4","5",0,0,0,0,1
"76","4","5",0,0,0,0,1
"2309","5","5",0,0,0,0,1
"96","4","5",0,0,0,0,1
"2434","1","5",0,0,0,0,1
"1460","3","5",0,0,0,0,1
"386","4","5",0,0,0,0,1
"484","3","3",0.00272851296043656,0.00818553888130969,0.687585266030014,0.148703956343793,0.152796725784447
"462","3","5",0,0,0.0303867403314917,0.274861878453039,0.69475138121547
"232","5","5",0,0,0,0,1
"506","4","5",0,0,0,0,1
"1714","5","5",0,0,0,0,1
"336","3","5",0,0,0.0332409972299169,0.278393351800554,0.688365650969529
"2282","3","5",0,0,0.00264200792602378,0.00132100396301189,0.996036988110964
"1580","5","5",0,0,0.0791666666666667,0.194444444444444,0.726388888888889
"1841","5","5",0,0,0,0,1
"1579","4","5",0,0,0.0707482993197279,0.148299319727891,0.780952380952381
"2448","4","5",0,0,0,0,1
"1656","5","5",0,0,0,0,1
"2577","4","5",0,0,0,0,1
"1928","3","5",0,0,0.0472222222222222,0.0875,0.865277777777778
"2332","3","5",0,0,0,0,1
"2168","4","5",0,0,0,0,1
"1569","4","5",0,0,0.0575342465753425,0.145205479452055,0.797260273972603
"60","4","5",0,0,0.0673499267935578,0.133235724743777,0.799414348462665
"1812","2","5",0,0,0.036,0.004,0.96
"77","5","5",0,0,0,0,1
"163","5","5",0,0,0,0,1
"1821","5","5",0,0,0,0,1
"1561","5","5",0,0,0.0774365821094793,0.17890520694259,0.743658210947931
"1986","5","5",0,0,0,0,1
"2229","3","5",0,0,0,0,1
"2383","5","5",0,0,0,0,1
"1475","5","3",0,0.00136425648021828,0.461118690313779,0.211459754433834,0.326057298772169
"2530","3","5",0,0,0.314093959731544,0.249664429530201,0.436241610738255
"219","5","5",0,0,0.00264550264550265,0.0211640211640212,0.976190476190476
"1811","4","5",0,0.0026246719160105,0.041994750656168,0.00131233595800525,0.954068241469816
"508","4","5",0,0,0,0,1
"2381","5","5",0,0,0,0,1
"2054","4","5",0,0,0,0,1
"2164","5","5",0,0,0,0,1
"1902","3","3",0.122529644268775,0.137022397891963,0.538866930171278,0.150197628458498,0.0513833992094862
"2283","5","5",0,0,0.0122615803814714,0,0.987738419618529
"2175","5","5",0,0,0,0,1
"148","5","5",0,0,0,0,1
"1437","4","5",0,0,0,0,1
"2336","3","5",0,0,0,0,1
"98","4","5",0,0,0,0,1
"2548","3","5",0,0,0,0,1
"1629","3","5",0,0,0,0,1
"1599","5","5",0,0,0,0,1
"174","5","5",0,0,0,0,1
"2120","5","5",0,0,0,0,1
"2040","5","5",0,0,0,0,1
"2357","2","3",0,0,0.408,0.194666666666667,0.397333333333333
"2452","2","5",0,0,0,0,1
"397","5","5",0,0,0,0,1
"95","4","5",0,0,0,0,1
"2025","4","5",0,0,0,0,1
"1939","4","5",0,0,0.069672131147541,0.0519125683060109,0.878415300546448
"57","4","5",0,0,0.0713305898491084,0.142661179698217,0.786008230452675
"1431","5","5",0,0,0,0,1
"255","4","5",0,0,0,0.00535475234270415,0.994645247657296
"250","3","5",0,0,0,0.00657894736842105,0.993421052631579
"373","4","5",0,0,0.0468965517241379,0.246896551724138,0.706206896551724
"395","4","5",0,0,0,0,1
"101","5","5",0,0,0.0655080213903743,0.189839572192513,0.744652406417112
"1761","5","5",0,0,0,0.00687757909215956,0.99312242090784
"87","5","5",0,0,0,0,1
"1934","4","5",0,0,0.0778097982708934,0.0446685878962536,0.877521613832853
"398","4","5",0,0,0,0,1
"600","2","5",0,0,0,0,1
"2061","3","5",0,0,0,0.00272851296043656,0.997271487039563
"106","3","5",0,0,0.0512465373961219,0.156509695290859,0.792243767313019
"2350","3","5",0,0.00283687943262411,0.306382978723404,0.226950354609929,0.463829787234043
"2235","4","5",0,0,0,0,1
"2394","5","5",0,0,0,0,1
"1752","5","5",0,0,0,0.0053835800807537,0.994616419919246
"58","5","5",0,0,0.0849315068493151,0.197260273972603,0.717808219178082
"25","4","5",0,0,0,0,1
"241","4","5",0,0,0,0.0027027027027027,0.997297297297297
"1672","4","5",0,0,0,0,1
"370","5","5",0,0,0.0393700787401575,0.288713910761155,0.671916010498688
"2024","1","5",0,0,0,0,1
"2466","5","5",0,0,0,0,1
"2438","4","5",0,0,0,0,1
"15","5","5",0,0,0.0790155440414508,0.0932642487046632,0.827720207253886
"2212","4","5",0,0,0,0,1
"194","3","5",0,0,0,0,1
"516","5","5",0,0,0,0,1
"1888","5","5",0,0,0.0424966799468791,0.286852589641434,0.670650730411687
"387","5","5",0,0,0,0,1
"1552","4","5",0,0,0,0,1
"618","2","4",0,0,0.221590909090909,0.681818181818182,0.0965909090909091
"2152","3","5",0,0,0.0334728033472803,0.295676429567643,0.670850767085077
"2398","4","5",0,0,0,0,1
"375","1","5",0,0,0.035110533159948,0.256176853055917,0.708712613784135
"1926","5","5",0,0,0.0889175257731959,0.0902061855670103,0.820876288659794
"2239","3","5",0,0,0,0,1
"571","5","5",0,0,0.0556309362279511,0.283582089552239,0.66078697421981
"112","3","5",0,0,0.0410596026490066,0.164238410596026,0.794701986754967
"1632","4","5",0,0,0,0,1
"480","5","5",0,0,0.0375838926174497,0.304697986577181,0.657718120805369
"2161","5","5",0,0,0,0,1
"2189","4","5",0,0,0,0,1
"2182","5","5",0,0,0,0,1
"156","4","5",0,0,0,0,1
"43","2","5",0,0,0.0579310344827586,0.157241379310345,0.784827586206897
"2127","5","5",0,0,0,0,1
"1417","5","5",0,0,0,0,1
"443","5","5",0,0,0,0,1
"1683","2","5",0,0,0,0,1
"1616","4","5",0,0,0.0027027027027027,0.0175675675675676,0.97972972972973
"2333","5","5",0,0,0,0,1
"173","4","5",0,0,0,0,1
"1696","3","5",0,0,0,0,1
"421","4","5",0,0,0.0455136540962289,0.261378413524057,0.693107932379714
